"Answer ID","Date Updated","Category","Product","Question","Keywords","Summary","Answer"
"122","08/06/2012 03:00 PM","Bestellungen","Einrichtungsgegenstände/Accessoires","Preisänderungen","Bekleidung,persönliche Accessoires","Preisänderungen","<ul>
<li>Preise und Verfügbarkeit der Produkte auf unsere Site können ohne vorherige Ankündigung geändert werden.</li>
<li>Alle angebotenen Artikel sind nur während des angegebenen Zeitraums, solange der Vorrat reicht und unter den angegebenen Bedingungen verfügbar.</li>
<li>Promotionangebote können mit vorheriger Ankündigung oder unangekündigt enden.</li>
<li>Nach Ende des Promotionzeitraums sind wir weder ausdrücklich noch implizit zur Verlängerung des Promotionzeitraums oder der Gültigkeit von Promotionpreisen verpflichtet.</li>
</ul>
<p><strong><u>Preisfehler</u></strong></p>
<ul>
<li>Wir korrigieren Preisfehler, sobald wir darauf aufmerksam werden.</li>
<li>Trotz größter Bemühungen unsererseits können gelegentlich fehlerhafte Preise auf unserer Site erscheinen.</li>
<li>In der Regel überprüfen wir die Preise im Rahmen des Versandprozesses.</li>
<li>Sofern der korrekte Preis für ein Produkt unter dem angegebenen Preis liegt, berechnen wir beim Versand den niedrigeren Preis.</li>
<li>Sofern der korrekte Preis für ein Produkt über dem angegebenen Preis liegt, setzen wir uns nach eigenem Ermessen vor dem Versand mit Ihnen in Verbindung, um die weitere Vorgehensweise abzustimmen, oder verweigern die Bestellung bei entsprechender Benachrichtigung an Sie.</li>
<li>Im Fall eines offensichtlichen und unmissverständlichen Preisfehlers sind wir nicht zur Bereitstellung des Produkts zum nicht korrekten (niedrigeren) Preis verpflichtet. Dies gilt auch für den Fall, dass Sie bereits eine Bestell- oder Versandbestätigung erhalten haben.</li>
</ul>

"
"122","08/06/2012 03:00 PM","Zahlungsoptionen","Bekleidung","Preisänderungen","Bekleidung,persönliche Accessoires","Preisänderungen","<ul>
<li>Preise und Verfügbarkeit der Produkte auf unsere Site können ohne vorherige Ankündigung geändert werden.</li>
<li>Alle angebotenen Artikel sind nur während des angegebenen Zeitraums, solange der Vorrat reicht und unter den angegebenen Bedingungen verfügbar.</li>
<li>Promotionangebote können mit vorheriger Ankündigung oder unangekündigt enden.</li>
<li>Nach Ende des Promotionzeitraums sind wir weder ausdrücklich noch implizit zur Verlängerung des Promotionzeitraums oder der Gültigkeit von Promotionpreisen verpflichtet.</li>
</ul>
<p><strong><u>Preisfehler</u></strong></p>
<ul>
<li>Wir korrigieren Preisfehler, sobald wir darauf aufmerksam werden.</li>
<li>Trotz größter Bemühungen unsererseits können gelegentlich fehlerhafte Preise auf unserer Site erscheinen.</li>
<li>In der Regel überprüfen wir die Preise im Rahmen des Versandprozesses.</li>
<li>Sofern der korrekte Preis für ein Produkt unter dem angegebenen Preis liegt, berechnen wir beim Versand den niedrigeren Preis.</li>
<li>Sofern der korrekte Preis für ein Produkt über dem angegebenen Preis liegt, setzen wir uns nach eigenem Ermessen vor dem Versand mit Ihnen in Verbindung, um die weitere Vorgehensweise abzustimmen, oder verweigern die Bestellung bei entsprechender Benachrichtigung an Sie.</li>
<li>Im Fall eines offensichtlichen und unmissverständlichen Preisfehlers sind wir nicht zur Bereitstellung des Produkts zum nicht korrekten (niedrigeren) Preis verpflichtet. Dies gilt auch für den Fall, dass Sie bereits eine Bestell- oder Versandbestätigung erhalten haben.</li>
</ul>

"
"122","08/06/2012 03:00 PM","Zahlungsoptionen","Einrichtungsgegenstände/Accessoires","Preisänderungen","Bekleidung,persönliche Accessoires","Preisänderungen","<ul>
<li>Preise und Verfügbarkeit der Produkte auf unsere Site können ohne vorherige Ankündigung geändert werden.</li>
<li>Alle angebotenen Artikel sind nur während des angegebenen Zeitraums, solange der Vorrat reicht und unter den angegebenen Bedingungen verfügbar.</li>
<li>Promotionangebote können mit vorheriger Ankündigung oder unangekündigt enden.</li>
<li>Nach Ende des Promotionzeitraums sind wir weder ausdrücklich noch implizit zur Verlängerung des Promotionzeitraums oder der Gültigkeit von Promotionpreisen verpflichtet.</li>
</ul>
<p><strong><u>Preisfehler</u></strong></p>
<ul>
<li>Wir korrigieren Preisfehler, sobald wir darauf aufmerksam werden.</li>
<li>Trotz größter Bemühungen unsererseits können gelegentlich fehlerhafte Preise auf unserer Site erscheinen.</li>
<li>In der Regel überprüfen wir die Preise im Rahmen des Versandprozesses.</li>
<li>Sofern der korrekte Preis für ein Produkt unter dem angegebenen Preis liegt, berechnen wir beim Versand den niedrigeren Preis.</li>
<li>Sofern der korrekte Preis für ein Produkt über dem angegebenen Preis liegt, setzen wir uns nach eigenem Ermessen vor dem Versand mit Ihnen in Verbindung, um die weitere Vorgehensweise abzustimmen, oder verweigern die Bestellung bei entsprechender Benachrichtigung an Sie.</li>
<li>Im Fall eines offensichtlichen und unmissverständlichen Preisfehlers sind wir nicht zur Bereitstellung des Produkts zum nicht korrekten (niedrigeren) Preis verpflichtet. Dies gilt auch für den Fall, dass Sie bereits eine Bestell- oder Versandbestätigung erhalten haben.</li>
</ul>

"
"122","08/06/2012 03:00 PM","Zahlungsoptionen","Schuhe","Preisänderungen","Bekleidung,persönliche Accessoires","Preisänderungen","<ul>
<li>Preise und Verfügbarkeit der Produkte auf unsere Site können ohne vorherige Ankündigung geändert werden.</li>
<li>Alle angebotenen Artikel sind nur während des angegebenen Zeitraums, solange der Vorrat reicht und unter den angegebenen Bedingungen verfügbar.</li>
<li>Promotionangebote können mit vorheriger Ankündigung oder unangekündigt enden.</li>
<li>Nach Ende des Promotionzeitraums sind wir weder ausdrücklich noch implizit zur Verlängerung des Promotionzeitraums oder der Gültigkeit von Promotionpreisen verpflichtet.</li>
</ul>
<p><strong><u>Preisfehler</u></strong></p>
<ul>
<li>Wir korrigieren Preisfehler, sobald wir darauf aufmerksam werden.</li>
<li>Trotz größter Bemühungen unsererseits können gelegentlich fehlerhafte Preise auf unserer Site erscheinen.</li>
<li>In der Regel überprüfen wir die Preise im Rahmen des Versandprozesses.</li>
<li>Sofern der korrekte Preis für ein Produkt unter dem angegebenen Preis liegt, berechnen wir beim Versand den niedrigeren Preis.</li>
<li>Sofern der korrekte Preis für ein Produkt über dem angegebenen Preis liegt, setzen wir uns nach eigenem Ermessen vor dem Versand mit Ihnen in Verbindung, um die weitere Vorgehensweise abzustimmen, oder verweigern die Bestellung bei entsprechender Benachrichtigung an Sie.</li>
<li>Im Fall eines offensichtlichen und unmissverständlichen Preisfehlers sind wir nicht zur Bereitstellung des Produkts zum nicht korrekten (niedrigeren) Preis verpflichtet. Dies gilt auch für den Fall, dass Sie bereits eine Bestell- oder Versandbestätigung erhalten haben.</li>
</ul>

"
"122","08/06/2012 03:00 PM","Zahlungsoptionen","Möbel","Preisänderungen","Bekleidung,persönliche Accessoires","Preisänderungen","<ul>
<li>Preise und Verfügbarkeit der Produkte auf unsere Site können ohne vorherige Ankündigung geändert werden.</li>
<li>Alle angebotenen Artikel sind nur während des angegebenen Zeitraums, solange der Vorrat reicht und unter den angegebenen Bedingungen verfügbar.</li>
<li>Promotionangebote können mit vorheriger Ankündigung oder unangekündigt enden.</li>
<li>Nach Ende des Promotionzeitraums sind wir weder ausdrücklich noch implizit zur Verlängerung des Promotionzeitraums oder der Gültigkeit von Promotionpreisen verpflichtet.</li>
</ul>
<p><strong><u>Preisfehler</u></strong></p>
<ul>
<li>Wir korrigieren Preisfehler, sobald wir darauf aufmerksam werden.</li>
<li>Trotz größter Bemühungen unsererseits können gelegentlich fehlerhafte Preise auf unserer Site erscheinen.</li>
<li>In der Regel überprüfen wir die Preise im Rahmen des Versandprozesses.</li>
<li>Sofern der korrekte Preis für ein Produkt unter dem angegebenen Preis liegt, berechnen wir beim Versand den niedrigeren Preis.</li>
<li>Sofern der korrekte Preis für ein Produkt über dem angegebenen Preis liegt, setzen wir uns nach eigenem Ermessen vor dem Versand mit Ihnen in Verbindung, um die weitere Vorgehensweise abzustimmen, oder verweigern die Bestellung bei entsprechender Benachrichtigung an Sie.</li>
<li>Im Fall eines offensichtlichen und unmissverständlichen Preisfehlers sind wir nicht zur Bereitstellung des Produkts zum nicht korrekten (niedrigeren) Preis verpflichtet. Dies gilt auch für den Fall, dass Sie bereits eine Bestell- oder Versandbestätigung erhalten haben.</li>
</ul>

"
"136","08/06/2012 02:59 PM","Versand","Einrichtungsgegenstände/Accessoires","Lieferbedingungen für Sperrgutartikel
","Einrichtungsgegenstände","Lieferbedingungen für zerbrechliche Artikel","<p><b>Versand- und Lieferinformationen</b><a name=""1""></a></p>
<p>Zerbrechliche&#160;Artikel verlassen unser Lager innerhalb von 1-10 Werktagen.</p>
<p>Zerbrechliche&#160;Artikel können nicht an Adressen an ländlichen Straßen und Wegen, APO/FPO-Adressen, Postfächer sowie nach Hawaii und Alaska versandt werden.</p>
<p>Sofern wir eine Lieferung zerbrechlicher&#160;Artikel an eine entlegene und nicht im Zustellbereich eines Versandunternehmens liegende Adresse veranlassen können, kann die Lieferung 1-2 Wochen länger dauern, und es kann eine zusätzliche Gebühr anfallen.</p>
<p>Zerbrechliche&#160;Artikel werden von einem Versandunternehmen direkt an die angegebene Versandadresse geliefert.</p>
<p>Sie werden innerhalb von 24-48 Stunden vor der Lieferung unter den beim Checkout angegebenen Telefonnummern vom Versandunternehmen kontaktiert, um einen Liefertermin zu vereinbaren. (Die möglichen Liefertermine sind vom Versandunternehmen abhängig.)</p>
<p>Für zerbrechliche&#160;Artikel erfolgt eine Standardlieferung durch unsere Versandunternehmen, sofern auf der Produktseite nicht gesondert vermerkt ist, dass bei der Lieferung besondere Vorsichtsmaßnahmen zum Schutz der Artikel getroffen werden.</p>
<p>Die Lieferzeit für zerbrechliche&#160;Artikel beträgt in der Regel 1-6 Wochen ab Versanddatum.</p>
<p>Prüfen Sie das Paket auf eventuelle Schäden, eingedrückte Stellen, Knicke usw., bevor Sie den Lieferschein unterzeichnen.</p>
<p>Der Fahrer des Versandunternehmens kann nicht warten, bis Sie den Artikel ausgepackt und geprüft haben, sofern das Paket keine sichtbaren Schäden aufweist.</p>
<p>Mit der Unterzeichnung des Lieferscheins nehmen Sie die Lieferung an.</p>
<p><b>Beschädigte Lieferungen</b><a name=""2""></a></p>
<p>Wenn das Paket sichtbare Schäden aufweist, können Sie den Fahrer des Versandunternehmens bitten, das Paket mit Ihnen gemeinsam zu öffnen und den Inhalt zu prüfen.</p>
<p>Wenn Sie Schäden am Artikel feststellen, können Sie die Annahme verweigern und den Lieferschein entsprechend mit ""Annahme wegen Beschädigung verweigert"" kennzeichnen. Bewahren Sie eine Kopie des Lieferscheins mit dem Schadensvermerk auf, und kontaktieren Sie unverzüglich den Kundenservice.</p>
<p>Bewahren Sie alle Verpackungsmaterialien 30 Tage lang auf, damit Sie den Artikel zurücksenden können, falls Sie nach der Lieferung einen Schaden oder Defekt feststellen.</p>
<p>Wenn Sie nach der Lieferung einen Schaden oder Defekt feststellen, kontaktieren Sie den Kundenservice. Wir bemühen uns um die Lösung des Problems, indem wir nach unserem alleinigen Ermessen</p>
<p>eine Reparatur oder einen Ersatz des Artikels veranlassen, sofern für den Artikel eine Herstellergarantie gilt.</p>
<p>eine Reparatur des Artikels auf unsere Kosten veranlassen, sofern für den Artikel keine Herstellergarantie gilt.</p>
<p>einen Ersatz bereitstellen oder eine Rücksendung anbieten.</p>
<p><b>Lieferorte</b><a name=""2""></a></p>
<p>Zerbrechliche Artikel werden in der Regel nur an den nächstgelegenen Gebäudeeingang im Erdgeschoss geliefert.</p>
<p>Ausnahmen hiervon gelten für Apartments, ungewöhnliche Grundstückszufahrten oder andere Hindernisse bei der Lieferung.</p>

"
"114","08/01/2012 02:48 PM","Bestellungen","Bekleidung","Kann ich meine Bestellung stornieren?","Einrichtungsgegenstände,persönliche Accessoires","Kann ich meine Bestellung stornieren?","<h3 style=""COLOR: #000000"">Stornierungsbedingungen</h3>
<ul>
<li>Stornierungen sind nur für Bestellungen möglich, die noch nicht für den Versand bearbeitet wurden.</li>
<li>Für die Erstattung des Kaufpreises für stornierte Bestellungen wird dieselbe Zahlungsart wie für die Bestellung verwendet.</li>
<li>Für stornierte Bestellungen verwendete Coupons werden nicht ausgezahlt oder erstattet.</li>
<li>Klicken Sie hier, um die Bedingungen für Bestelländerungen anzuzeigen.</li>
</ul>

"
"114","08/01/2012 02:48 PM","Bestellungen","Schuhe","Kann ich meine Bestellung stornieren?","Einrichtungsgegenstände,persönliche Accessoires","Kann ich meine Bestellung stornieren?","<h3 style=""COLOR: #000000"">Stornierungsbedingungen</h3>
<ul>
<li>Stornierungen sind nur für Bestellungen möglich, die noch nicht für den Versand bearbeitet wurden.</li>
<li>Für die Erstattung des Kaufpreises für stornierte Bestellungen wird dieselbe Zahlungsart wie für die Bestellung verwendet.</li>
<li>Für stornierte Bestellungen verwendete Coupons werden nicht ausgezahlt oder erstattet.</li>
<li>Klicken Sie hier, um die Bedingungen für Bestelländerungen anzuzeigen.</li>
</ul>

"
"114","08/01/2012 02:48 PM","Bestellungen","Möbel","Kann ich meine Bestellung stornieren?","Einrichtungsgegenstände,persönliche Accessoires","Kann ich meine Bestellung stornieren?","<h3 style=""COLOR: #000000"">Stornierungsbedingungen</h3>
<ul>
<li>Stornierungen sind nur für Bestellungen möglich, die noch nicht für den Versand bearbeitet wurden.</li>
<li>Für die Erstattung des Kaufpreises für stornierte Bestellungen wird dieselbe Zahlungsart wie für die Bestellung verwendet.</li>
<li>Für stornierte Bestellungen verwendete Coupons werden nicht ausgezahlt oder erstattet.</li>
<li>Klicken Sie hier, um die Bedingungen für Bestelländerungen anzuzeigen.</li>
</ul>

"
"114","08/01/2012 02:48 PM","Bestellungen","Einrichtungsgegenstände/Accessoires","Kann ich meine Bestellung stornieren?","Einrichtungsgegenstände,persönliche Accessoires","Kann ich meine Bestellung stornieren?","<h3 style=""COLOR: #000000"">Stornierungsbedingungen</h3>
<ul>
<li>Stornierungen sind nur für Bestellungen möglich, die noch nicht für den Versand bearbeitet wurden.</li>
<li>Für die Erstattung des Kaufpreises für stornierte Bestellungen wird dieselbe Zahlungsart wie für die Bestellung verwendet.</li>
<li>Für stornierte Bestellungen verwendete Coupons werden nicht ausgezahlt oder erstattet.</li>
<li>Klicken Sie hier, um die Bedingungen für Bestelländerungen anzuzeigen.</li>
</ul>

"
"120","08/01/2012 02:47 PM","Produktinformationen","Schuhe","Produktverfügbarkeit","Möbel,persönliche Accessoires","Produktverfügbarkeit","<ul>
<li>Wir aktualisieren regelmäßig unsere Produktverfügbarkeit, um sicherzustellen, dass alle beworbenen Artikel vorrätig sind.</li>
<li>Wir informieren Sie, falls wir einen von Ihnen bestellten Artikel nicht unverzüglich versenden können.</li>
<li>Viele angebotene Artikel sind nur in begrenzten Mengen verfügbar und können unter Umständen nicht nachbeschafft werden.</li>
</ul>

"
"120","08/01/2012 02:47 PM","Produktinformationen","Möbel","Produktverfügbarkeit","Möbel,persönliche Accessoires","Produktverfügbarkeit","<ul>
<li>Wir aktualisieren regelmäßig unsere Produktverfügbarkeit, um sicherzustellen, dass alle beworbenen Artikel vorrätig sind.</li>
<li>Wir informieren Sie, falls wir einen von Ihnen bestellten Artikel nicht unverzüglich versenden können.</li>
<li>Viele angebotene Artikel sind nur in begrenzten Mengen verfügbar und können unter Umständen nicht nachbeschafft werden.</li>
</ul>

"
"120","08/01/2012 02:47 PM","Produktinformationen","Einrichtungsgegenstände/Accessoires","Produktverfügbarkeit","Möbel,persönliche Accessoires","Produktverfügbarkeit","<ul>
<li>Wir aktualisieren regelmäßig unsere Produktverfügbarkeit, um sicherzustellen, dass alle beworbenen Artikel vorrätig sind.</li>
<li>Wir informieren Sie, falls wir einen von Ihnen bestellten Artikel nicht unverzüglich versenden können.</li>
<li>Viele angebotene Artikel sind nur in begrenzten Mengen verfügbar und können unter Umständen nicht nachbeschafft werden.</li>
</ul>

"
"120","08/01/2012 02:47 PM","Produktinformationen","Bekleidung","Produktverfügbarkeit","Möbel,persönliche Accessoires","Produktverfügbarkeit","<ul>
<li>Wir aktualisieren regelmäßig unsere Produktverfügbarkeit, um sicherzustellen, dass alle beworbenen Artikel vorrätig sind.</li>
<li>Wir informieren Sie, falls wir einen von Ihnen bestellten Artikel nicht unverzüglich versenden können.</li>
<li>Viele angebotene Artikel sind nur in begrenzten Mengen verfügbar und können unter Umständen nicht nachbeschafft werden.</li>
</ul>

"
"124","03/22/2012 01:37 PM","Firmeninformationen","Einrichtungsgegenstände/Accessoires","Datenschutz und Sicherheit","Kein Wert","Datenschutz und Sicherheit","<p>ATG Store, Inc. (""ATG Store,"" ""atg"", ""Oracle"",&#160;""ATG Home"", ""wir"", ""uns"" oder ""unser"") hat die folgende Datenschutz- und Sicherheitsrichtlinie entwickelt, um Sie darüber zu informieren, welche Daten wir erfassen, warum wir diese Daten erfassen und an wen diese Daten weitergegeben werden können.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie gilt für die&#160;Commerce Reference Stores&#160;(die ""Sites""). In dieser Datenschutz- und Sicherheitsrichtlinie sind auch unsere Bestimmungen zur Datensicherheit sowie die Optionen dargelegt, die Sie für den Zugriff auf personenbezogene und nicht personenbezogene Daten sowie für deren Kontrolle haben.</p>
<p>Diese Datenschutz- und Sicherheitsrichtlinie wird in unseren Allgemeinen Geschäftsbedingungen geregelt. Im Fall eines Widerspruchs zwischen den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und den Allgemeinen Geschäftsbedingungen gelten die Allgemeinen Geschäftsbedingungen.</p>
<p>Unter Umständen nehmen wir von Zeit zu Zeit Änderungen an dieser Datenschutz- und Sicherheitsrichtlinie vor. Es obliegt Ihrer Verantwortung, diese Datenschutz- und Sicherheitsrichtlinie regelmäßig zu prüfen und sich über Änderungen zu informieren. Wir empfehlen Ihnen daher, diese Seite regelmäßig zu besuchen.</p>
<p>Diese&#160;Datenschutz- und Sicherheitsrichtlinie setzt alle Vorversionen außer Kraft. Mit dem Aufrufen der Sites akzeptieren Sie alle Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie und stimmen ihnen zu. Wenn Sie den Bestimmungen dieser Datenschutz- und Sicherheitsrichtlinie nicht zustimmen, rufen Sie die Sites nicht auf.</p>

"
"135","08/01/2012 02:45 PM","Versand","Einrichtungsgegenstände/Accessoires","Versand und Lieferung","Bekleidung,persönliche Accessoires","Versand und Lieferung","<p><b>Standardversand:</b><a name=""1""></a></p>
<p>In ATG Store und ATG&#160;Home werden verschiedene Versandarten angeboten, für die abweichende Preise gelten. Der&#160;Versand ist in der Regel an Adressen innerhalb der Kernstaaten der USA (außer Hawaii und Alaska) möglich.</p>
<p>Bestellungen werden innerhalb von 1-3 Werktagen versandt und in der Regel innerhalb von 5-10 Werktagen geliefert.</p>
<p>Die Lieferung erfolgt über alle größeren Versandunternehmen wie UPS, FedEx und den United States Postal Service. Kunden können kein Versandunternehmen ihrer Wahl anfordern.</p>
<p><b>Versand nach Alaska und Hawaii:</b><a name=""2""></a></p>
<p>Aufgrund von Einschränkungen seitens der Versandunternehmen können einige Artikel nicht nach Alaska und Hawaii versandt werden.</p>
<p><b>APO/FPO-Versand:</b><a name=""3""></a></p>
<p>Adressen des APO/FPO/DPO (Army Post Office/Fleet Post Office/Diplomatic Post Office) sind für Angehörige des US-Militärs oder der US-Regierung bestimmt, die in Übersee stationiert sind.</p>
<p>Bestellungen an solche Adressen werden in der Regel innerhalb von 5-10 Werktagen an das US Military Post Office geliefert.</p>
<p><b>Postfachversand:</b><a name=""4""></a></p>
<p>Wenn der Versand eines Artikels an ein Postfach nicht möglich ist, bitten wir Sie um Angabe einer physischen Versandadresse.</p>
<p>Der Expressversand von Artikeln an Postfächer oder APO-/FPO-Adressen ist nicht möglich.</p>
<p><b>Internationaler Versand und Versand in US-Territorien:</b><a name=""6""></a></p>
<p>Wir erweitern unser Versandgebiet kontinuierlich auf weitere Länder.</p>
<p>Für bestimmte Produkte ist der internationale Versand unter Umständen nicht möglich.</p>
<p>Für Kunden von ATG&#160;Store ist der Versand an internationale Adressen derzeit nicht möglich.</p>
<p>Der Versand in US-Territorien ist derzeit nicht möglich.</p>

"
"135","08/01/2012 02:45 PM","Versand","Möbel","Versand und Lieferung","Bekleidung,persönliche Accessoires","Versand und Lieferung","<p><b>Standardversand:</b><a name=""1""></a></p>
<p>In ATG Store und ATG&#160;Home werden verschiedene Versandarten angeboten, für die abweichende Preise gelten. Der&#160;Versand ist in der Regel an Adressen innerhalb der Kernstaaten der USA (außer Hawaii und Alaska) möglich.</p>
<p>Bestellungen werden innerhalb von 1-3 Werktagen versandt und in der Regel innerhalb von 5-10 Werktagen geliefert.</p>
<p>Die Lieferung erfolgt über alle größeren Versandunternehmen wie UPS, FedEx und den United States Postal Service. Kunden können kein Versandunternehmen ihrer Wahl anfordern.</p>
<p><b>Versand nach Alaska und Hawaii:</b><a name=""2""></a></p>
<p>Aufgrund von Einschränkungen seitens der Versandunternehmen können einige Artikel nicht nach Alaska und Hawaii versandt werden.</p>
<p><b>APO/FPO-Versand:</b><a name=""3""></a></p>
<p>Adressen des APO/FPO/DPO (Army Post Office/Fleet Post Office/Diplomatic Post Office) sind für Angehörige des US-Militärs oder der US-Regierung bestimmt, die in Übersee stationiert sind.</p>
<p>Bestellungen an solche Adressen werden in der Regel innerhalb von 5-10 Werktagen an das US Military Post Office geliefert.</p>
<p><b>Postfachversand:</b><a name=""4""></a></p>
<p>Wenn der Versand eines Artikels an ein Postfach nicht möglich ist, bitten wir Sie um Angabe einer physischen Versandadresse.</p>
<p>Der Expressversand von Artikeln an Postfächer oder APO-/FPO-Adressen ist nicht möglich.</p>
<p><b>Internationaler Versand und Versand in US-Territorien:</b><a name=""6""></a></p>
<p>Wir erweitern unser Versandgebiet kontinuierlich auf weitere Länder.</p>
<p>Für bestimmte Produkte ist der internationale Versand unter Umständen nicht möglich.</p>
<p>Für Kunden von ATG&#160;Store ist der Versand an internationale Adressen derzeit nicht möglich.</p>
<p>Der Versand in US-Territorien ist derzeit nicht möglich.</p>

"
"125","04/05/2012 10:27 AM","Firmeninformationen","Einrichtungsgegenstände/Accessoires","Wie kontaktiere ich den Kundenservice?","Kein Wert","Wie kontaktiere ich den Kundenservice?","<p>Klicken Sie in der oberen rechten Ecke der Seite auf den Link ""Hilfe"", um unsere Supportabteilung per Livechat, Telefon oder E-Mail zu kontaktieren.</p>
<p>Klicken Sie auf die folgenden Links, um Antworten auf häufig gestellte Fragen zu erhalten:</p>
<p><a class=""plain"" href=""/app/answers/detail/a_id/135"">Versand und Lieferung</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/111"">Wie sende ich einen Artikel zurück?</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/138"">Ich habe meine Bestellung nicht erhalten</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/115"">Welche Zahlungsarten werden akzeptiert?</a></p>

"
"125","04/05/2012 10:27 AM","Firmeninformationen","Schuhe","Wie kontaktiere ich den Kundenservice?","Kein Wert","Wie kontaktiere ich den Kundenservice?","<p>Klicken Sie in der oberen rechten Ecke der Seite auf den Link ""Hilfe"", um unsere Supportabteilung per Livechat, Telefon oder E-Mail zu kontaktieren.</p>
<p>Klicken Sie auf die folgenden Links, um Antworten auf häufig gestellte Fragen zu erhalten:</p>
<p><a class=""plain"" href=""/app/answers/detail/a_id/135"">Versand und Lieferung</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/111"">Wie sende ich einen Artikel zurück?</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/138"">Ich habe meine Bestellung nicht erhalten</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/115"">Welche Zahlungsarten werden akzeptiert?</a></p>

"
"115","04/05/2012 10:20 AM","Zahlungsoptionen","Einrichtungsgegenstände/Accessoires","Welche Zahlungsarten werden akzeptiert?","Bekleidung","Welche Zahlungsarten werden akzeptiert?","<p>Wir akzeptieren die folgenden Zahlungsarten:</p>
<p>Kreditkarte: Visa, MasterCard, Discover und American Express.</p>
<ul>
<li>ATG-Gutschriften</li>
<li>Die folgenden Zahlungsarten akzeptieren wir <strong>nicht</strong>:<br />
Kreditkarten einer ausländischen Bank oder mit einer ausländischen Rechnungsadresse.<br />
Zahlungsanweisungen, Schecks, Zahlung bei Lieferung, Debitkarten, Gutscheinkarten, PayPal oder andere oben nicht aufgeführte Zahlungsarten.</li>
</ul>
<p>Hinweis: Ihre Kreditkarte wird bei Übermittlung der Bestellung belastet.</p>

"
"130","04/05/2012 10:38 AM","Produktinformationen","Möbel","Fehlende Teile","Möbel","Fehlende Teile","<ul>
<li>Wir bemühen uns nach besten Kräften, zu gewährleisten, dass alle Produkte mit allen zur vollständigen Montage erforderlichen Teilen versandt werden.</li>
<li>Sollte dennoch ein Teil fehlen, ermitteln Sie bitte anhand der Montageanleitung die Teilenummer des fehlenden Teils, oder wenden Sie sich an den Kundensupport.

"
"130","04/05/2012 10:38 AM","Rücksendungen","Möbel","Fehlende Teile","Möbel","Fehlende Teile","<ul>
<li>Wir bemühen uns nach besten Kräften, zu gewährleisten, dass alle Produkte mit allen zur vollständigen Montage erforderlichen Teilen versandt werden.</li>
<li>Sollte dennoch ein Teil fehlen, ermitteln Sie bitte anhand der Montageanleitung die Teilenummer des fehlenden Teils, oder wenden Sie sich an den Kundensupport.

"
"125","04/05/2012 10:27 AM","Firmeninformationen","Möbel","Wie kontaktiere ich den Kundenservice?","Kein Wert","Wie kontaktiere ich den Kundenservice?","<p>Klicken Sie in der oberen rechten Ecke der Seite auf den Link ""Hilfe"", um unsere Supportabteilung per Livechat, Telefon oder E-Mail zu kontaktieren.</p>
<p>Klicken Sie auf die folgenden Links, um Antworten auf häufig gestellte Fragen zu erhalten:</p>
<p><a class=""plain"" href=""/app/answers/detail/a_id/135"">Versand und Lieferung</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/111"">Wie sende ich einen Artikel zurück?</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/138"">Ich habe meine Bestellung nicht erhalten</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/115"">Welche Zahlungsarten werden akzeptiert?</a></p>

"
"125","04/05/2012 10:27 AM","Firmeninformationen","Bekleidung","Wie kontaktiere ich den Kundenservice?","Kein Wert","Wie kontaktiere ich den Kundenservice?","<p>Klicken Sie in der oberen rechten Ecke der Seite auf den Link ""Hilfe"", um unsere Supportabteilung per Livechat, Telefon oder E-Mail zu kontaktieren.</p>
<p>Klicken Sie auf die folgenden Links, um Antworten auf häufig gestellte Fragen zu erhalten:</p>
<p><a class=""plain"" href=""/app/answers/detail/a_id/135"">Versand und Lieferung</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/111"">Wie sende ich einen Artikel zurück?</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/138"">Ich habe meine Bestellung nicht erhalten</a><br />
<a class=""plain"" href=""/app/answers/detail/a_id/115"">Welche Zahlungsarten werden akzeptiert?</a></p>

"
